sim_time_sec,abs_time,id,tracks,altitude,latitude,longitude,speed
718,06:11:58,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
719,06:11:59,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
720,06:12:00,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
721,06:12:01,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
722,06:12:02,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
723,06:12:03,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
724,06:12:04,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
725,06:12:05,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
726,06:12:06,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
727,06:12:07,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
728,06:12:08,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
729,06:12:09,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
730,06:12:10,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
731,06:12:11,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
732,06:12:12,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
733,06:12:13,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
734,06:12:14,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
735,06:12:15,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
736,06:12:16,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
737,06:12:17,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
738,06:12:18,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
739,06:12:19,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
740,06:12:20,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
741,06:12:21,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
742,06:12:22,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
743,06:12:23,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
744,06:12:24,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
745,06:12:25,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
746,06:12:26,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
747,06:12:27,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
748,06:12:28,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
749,06:12:29,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
750,06:12:30,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
751,06:12:31,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
752,06:12:32,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
753,06:12:33,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
754,06:12:34,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
755,06:12:35,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
756,06:12:36,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
757,06:12:37,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
758,06:12:38,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
759,06:12:39,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
760,06:12:40,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
761,06:12:41,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
762,06:12:42,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
763,06:12:43,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
764,06:12:44,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
765,06:12:45,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
766,06:12:46,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
767,06:12:47,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
768,06:12:48,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
769,06:12:49,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
770,06:12:50,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
771,06:12:51,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
772,06:12:52,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
773,06:12:53,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
774,06:12:54,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
775,06:12:55,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
776,06:12:56,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
777,06:12:57,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
778,06:12:58,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
779,06:12:59,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
780,06:13:00,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
781,06:13:01,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
782,06:13:02,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
783,06:13:03,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
784,06:13:04,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
785,06:13:05,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
786,06:13:06,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
787,06:13:07,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
788,06:13:08,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
789,06:13:09,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
790,06:13:10,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
791,06:13:11,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
792,06:13:12,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
793,06:13:13,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
794,06:13:14,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
795,06:13:15,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
796,06:13:16,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
797,06:13:17,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
798,06:13:18,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
799,06:13:19,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
800,06:13:20,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
801,06:13:21,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
802,06:13:22,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
803,06:13:23,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
804,06:13:24,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
805,06:13:25,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
806,06:13:26,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
807,06:13:27,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
808,06:13:28,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
809,06:13:29,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
810,06:13:30,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
811,06:13:31,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
812,06:13:32,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
813,06:13:33,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
814,06:13:34,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
815,06:13:35,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
816,06:13:36,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
817,06:13:37,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
818,06:13:38,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
819,06:13:39,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
820,06:13:40,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
821,06:13:41,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
822,06:13:42,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
823,06:13:43,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
824,06:13:44,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
825,06:13:45,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
826,06:13:46,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
827,06:13:47,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
828,06:13:48,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
829,06:13:49,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
830,06:13:50,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
831,06:13:51,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
832,06:13:52,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
833,06:13:53,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
834,06:13:54,2401,"{""track_001"":{""latitude"":35.059764,""longitude"":129.103713},""track_002"":{""latitude"":35.069933,""longitude"":129.111585}}",200,35.069454,129.110713,40
