sim_time_sec,abs_time,id,tracks,latitude,longitude
51,06:00:51,2602,"{}",35.068494,129.099061
52,06:00:52,2601,"{}",35.071233,129.098369
52,06:00:52,2602,"{}",35.068494,129.099061
53,06:00:53,2601,"{}",35.071188,129.098381
53,06:00:53,2602,"{}",35.068494,129.099061
54,06:00:54,2601,"{}",35.071143,129.098394
54,06:00:54,2602,"{}",35.068494,129.099061
55,06:00:55,2601,"{}",35.071098,129.098407
55,06:00:55,2602,"{}",35.068494,129.099061
56,06:00:56,2601,"{}",35.071053,129.098419
56,06:00:56,2602,"{}",35.068494,129.099061
57,06:00:57,2601,"{}",35.071008,129.098432
57,06:00:57,2602,"{}",35.068494,129.099061
58,06:00:58,2601,"{}",35.070963,129.098444
58,06:00:58,2602,"{}",35.068494,129.099061
59,06:00:59,2601,"{}",35.070917,129.098457
59,06:00:59,2602,"{}",35.068494,129.099061
60,06:01:00,2601,"{}",35.070872,129.098469
60,06:01:00,2602,"{}",35.068494,129.099061
61,06:01:01,2601,"{}",35.070827,129.098482
61,06:01:01,2602,"{}",35.068494,129.099061
62,06:01:02,2601,"{}",35.070782,129.098494
62,06:01:02,2602,"{}",35.068494,129.099061
63,06:01:03,2601,"{}",35.070737,129.098507
63,06:01:03,2602,"{}",35.068494,129.099061
64,06:01:04,2601,"{}",35.070692,129.098519
64,06:01:04,2602,"{}",35.068494,129.099061
65,06:01:05,2601,"{}",35.070647,129.098532
65,06:01:05,2602,"{}",35.068494,129.099061
66,06:01:06,2601,"{}",35.070602,129.098545
66,06:01:06,2602,"{}",35.068494,129.099061
67,06:01:07,2601,"{}",35.070557,129.098557
67,06:01:07,2602,"{}",35.068494,129.099061
68,06:01:08,2601,"{}",35.070511,129.09857
68,06:01:08,2602,"{}",35.068494,129.099061
69,06:01:09,2601,"{}",35.070466,129.098582
69,06:01:09,2602,"{}",35.068494,129.099061
70,06:01:10,2601,"{}",35.070421,129.098595
70,06:01:10,2602,"{}",35.068494,129.099061
71,06:01:11,2601,"{}",35.070376,129.098607
71,06:01:11,2602,"{}",35.068494,129.099061
72,06:01:12,2601,"{}",35.070331,129.09862
72,06:01:12,2602,"{}",35.068494,129.099061
73,06:01:13,2601,"{}",35.070286,129.098632
73,06:01:13,2602,"{}",35.068494,129.099061
74,06:01:14,2601,"{}",35.070241,129.098645
74,06:01:14,2602,"{}",35.068494,129.099061
75,06:01:15,2601,"{}",35.070196,129.098657
75,06:01:15,2602,"{}",35.068494,129.099061
76,06:01:16,2601,"{}",35.070151,129.09867
76,06:01:16,2602,"{}",35.068494,129.099061
77,06:01:17,2601,"{}",35.070105,129.098683
77,06:01:17,2602,"{}",35.068494,129.099061
78,06:01:18,2601,"{}",35.07006,129.098695
78,06:01:18,2602,"{}",35.068494,129.099061
79,06:01:19,2601,"{}",35.070015,129.098708
79,06:01:19,2602,"{}",35.068494,129.099061
80,06:01:20,2601,"{}",35.06997,129.09872
80,06:01:20,2602,"{}",35.068494,129.099061
81,06:01:21,2601,"{}",35.069925,129.098733
81,06:01:21,2602,"{}",35.068494,129.099061
82,06:01:22,2601,"{}",35.06988,129.098745
82,06:01:22,2602,"{}",35.068494,129.099061
83,06:01:23,2601,"{}",35.069835,129.098758
83,06:01:23,2602,"{}",35.068494,129.099061
84,06:01:24,2601,"{}",35.06979,129.09877
84,06:01:24,2602,"{}",35.068494,129.099061
85,06:01:25,2601,"{}",35.069745,129.098783
85,06:01:25,2602,"{}",35.068494,129.099061
86,06:01:26,2601,"{}",35.069699,129.098795
86,06:01:26,2602,"{}",35.068494,129.099061
87,06:01:27,2601,"{}",35.069654,129.098808
87,06:01:27,2602,"{}",35.068494,129.099061
88,06:01:28,2601,"{}",35.069609,129.098821
88,06:01:28,2602,"{}",35.068494,129.099061
89,06:01:29,2601,"{}",35.069564,129.098833
89,06:01:29,2602,"{}",35.068494,129.099061
90,06:01:30,2601,"{}",35.069519,129.098846
90,06:01:30,2602,"{}",35.068494,129.099061
91,06:01:31,2601,"{}",35.069474,129.098858
91,06:01:31,2602,"{}",35.068494,129.099061
92,06:01:32,2601,"{}",35.069429,129.098871
92,06:01:32,2602,"{}",35.068494,129.099061
93,06:01:33,2601,"{}",35.069384,129.098883
93,06:01:33,2602,"{}",35.068494,129.099061
94,06:01:34,2601,"{}",35.069339,129.098896
94,06:01:34,2602,"{}",35.068494,129.099061
95,06:01:35,2601,"{}",35.069293,129.098908
95,06:01:35,2602,"{}",35.068494,129.099061
96,06:01:36,2601,"{}",35.069248,129.098921
96,06:01:36,2602,"{}",35.068494,129.099061
97,06:01:37,2601,"{}",35.069203,129.098933
97,06:01:37,2602,"{}",35.068494,129.099061
98,06:01:38,2601,"{}",35.069158,129.098946
98,06:01:38,2602,"{}",35.068494,129.099061
99,06:01:39,2601,"{}",35.069113,129.098959
99,06:01:39,2602,"{}",35.068494,129.099061
100,06:01:40,2601,"{}",35.069068,129.098971
100,06:01:40,2602,"{}",35.068494,129.099061
101,06:01:41,2601,"{}",35.069023,129.098984
101,06:01:41,2602,"{}",35.068494,129.099061
102,06:01:42,2601,"{}",35.068978,129.098996
102,06:01:42,2602,"{}",35.068494,129.099061
103,06:01:43,2601,"{}",35.068933,129.099009
103,06:01:43,2602,"{}",35.068494,129.099061
104,06:01:44,2601,"{}",35.068887,129.099021
104,06:01:44,2602,"{}",35.068494,129.099061
105,06:01:45,2601,"{}",35.068842,129.099034
105,06:01:45,2602,"{}",35.068494,129.099061
106,06:01:46,2601,"{}",35.068797,129.099046
106,06:01:46,2602,"{}",35.068494,129.099061
107,06:01:47,2601,"{}",35.068752,129.099059
107,06:01:47,2602,"{}",35.068494,129.099061
108,06:01:48,2601,"{}",35.068707,129.099071
108,06:01:48,2602,"{}",35.068494,129.099061
109,06:01:49,2601,"{}",35.068662,129.099084
109,06:01:49,2602,"{}",35.068494,129.099061
110,06:01:50,2601,"{}",35.068617,129.099097
110,06:01:50,2602,"{}",35.068494,129.099061
111,06:01:51,2601,"{}",35.068572,129.099109
111,06:01:51,2602,"{}",35.068494,129.099061
112,06:01:52,2601,"{}",35.068527,129.099122
112,06:01:52,2602,"{}",35.068494,129.099061
113,06:01:53,2601,"{}",35.068481,129.099134
113,06:01:53,2602,"{}",35.068494,129.099061
114,06:01:54,2601,"{}",35.068436,129.099147
114,06:01:54,2602,"{}",35.068494,129.099061
115,06:01:55,2601,"{}",35.068391,129.099159
115,06:01:55,2602,"{}",35.068494,129.099061
116,06:01:56,2601,"{}",35.068346,129.099172
116,06:01:56,2602,"{}",35.068494,129.099061
117,06:01:57,2601,"{}",35.068301,129.099184
117,06:01:57,2602,"{}",35.068494,129.099061
118,06:01:58,2601,"{}",35.068256,129.099197
118,06:01:58,2602,"{}",35.068494,129.099061
119,06:01:59,2601,"{}",35.068211,129.099209
119,06:01:59,2602,"{}",35.068494,129.099061
120,06:02:00,2601,"{}",35.068166,129.099222
120,06:02:00,2602,"{}",35.068494,129.099061
121,06:02:01,2601,"{}",35.068121,129.099235
121,06:02:01,2602,"{}",35.068494,129.099061
122,06:02:02,2601,"{}",35.068075,129.099247
122,06:02:02,2602,"{}",35.068494,129.099061
123,06:02:03,2601,"{}",35.06803,129.09926
123,06:02:03,2602,"{}",35.068494,129.099061
124,06:02:04,2601,"{}",35.067985,129.099272
124,06:02:04,2602,"{}",35.068494,129.099061
125,06:02:05,2601,"{}",35.06794,129.099285
125,06:02:05,2602,"{}",35.068494,129.099061
126,06:02:06,2601,"{}",35.067895,129.099297
126,06:02:06,2602,"{}",35.068494,129.099061
127,06:02:07,2601,"{}",35.06785,129.09931
127,06:02:07,2602,"{}",35.068494,129.099061
128,06:02:08,2601,"{}",35.067805,129.099322
128,06:02:08,2602,"{}",35.068494,129.099061
129,06:02:09,2601,"{}",35.06776,129.099335
129,06:02:09,2602,"{}",35.068494,129.099061
130,06:02:10,2601,"{}",35.067715,129.099347
130,06:02:10,2602,"{}",35.068494,129.099061
131,06:02:11,2601,"{}",35.067669,129.09936
131,06:02:11,2602,"{}",35.068494,129.099061
132,06:02:12,2601,"{}",35.067624,129.099372
132,06:02:12,2602,"{}",35.068494,129.099061
133,06:02:13,2601,"{}",35.067579,129.099385
133,06:02:13,2602,"{}",35.068494,129.099061
134,06:02:14,2601,"{}",35.067534,129.099398
134,06:02:14,2602,"{}",35.068494,129.099061
135,06:02:15,2601,"{}",35.067489,129.09941
135,06:02:15,2602,"{}",35.068494,129.099061
136,06:02:16,2601,"{}",35.067444,129.099423
136,06:02:16,2602,"{}",35.068494,129.099061
137,06:02:17,2601,"{}",35.067399,129.099435
137,06:02:17,2602,"{}",35.068494,129.099061
138,06:02:18,2601,"{}",35.067354,129.099448
138,06:02:18,2602,"{}",35.068494,129.099061
139,06:02:19,2601,"{}",35.067309,129.09946
139,06:02:19,2602,"{}",35.068494,129.099061
140,06:02:20,2601,"{}",35.067263,129.099473
140,06:02:20,2602,"{}",35.068494,129.099061
141,06:02:21,2601,"{}",35.067218,129.099485
141,06:02:21,2602,"{}",35.068494,129.099061
142,06:02:22,2601,"{}",35.067173,129.099498
142,06:02:22,2602,"{}",35.068494,129.099061
143,06:02:23,2601,"{}",35.067128,129.09951
143,06:02:23,2602,"{}",35.068494,129.099061
144,06:02:24,2601,"{}",35.067083,129.099523
144,06:02:24,2602,"{}",35.068494,129.099061
145,06:02:25,2601,"{}",35.067038,129.099536
145,06:02:25,2602,"{}",35.068494,129.099061
146,06:02:26,2601,"{}",35.066993,129.099548
146,06:02:26,2602,"{}",35.068494,129.099061
147,06:02:27,2601,"{}",35.066948,129.099561
147,06:02:27,2602,"{}",35.068494,129.099061
148,06:02:28,2601,"{}",35.066903,129.099573
148,06:02:28,2602,"{}",35.068494,129.099061
149,06:02:29,2601,"{}",35.066857,129.099586
149,06:02:29,2602,"{}",35.068494,129.099061
150,06:02:30,2601,"{}",35.066812,129.099598
150,06:02:30,2602,"{}",35.068494,129.099061
151,06:02:31,2601,"{}",35.066767,129.099611
151,06:02:31,2602,"{}",35.068494,129.099061
152,06:02:32,2601,"{}",35.066722,129.099623
152,06:02:32,2602,"{}",35.068494,129.099061
153,06:02:33,2601,"{}",35.066677,129.099636
153,06:02:33,2602,"{}",35.068494,129.099061
154,06:02:34,2601,"{}",35.066632,129.099648
154,06:02:34,2602,"{}",35.068494,129.099061
155,06:02:35,2601,"{}",35.066587,129.099661
155,06:02:35,2602,"{}",35.068494,129.099061
156,06:02:36,2601,"{}",35.066542,129.099674
156,06:02:36,2602,"{}",35.068494,129.099061
157,06:02:37,2601,"{}",35.066497,129.099686
157,06:02:37,2602,"{}",35.068494,129.099061
158,06:02:38,2601,"{}",35.066451,129.099699
158,06:02:38,2602,"{}",35.068494,129.099061
159,06:02:39,2601,"{}",35.066406,129.099711
159,06:02:39,2602,"{}",35.068494,129.099061
160,06:02:40,2601,"{}",35.066361,129.099724
160,06:02:40,2602,"{}",35.068494,129.099061
161,06:02:41,2601,"{}",35.066316,129.099736
161,06:02:41,2602,"{}",35.068494,129.099061
162,06:02:42,2601,"{}",35.066271,129.099749
162,06:02:42,2602,"{}",35.068494,129.099061
163,06:02:43,2601,"{}",35.066226,129.099761
163,06:02:43,2602,"{}",35.068494,129.099061
164,06:02:44,2601,"{}",35.066181,129.099774
164,06:02:44,2602,"{}",35.068494,129.099061
165,06:02:45,2601,"{}",35.066136,129.099786
165,06:02:45,2602,"{}",35.068494,129.099061
166,06:02:46,2601,"{}",35.066091,129.099799
166,06:02:46,2602,"{}",35.068494,129.099061
167,06:02:47,2601,"{}",35.066045,129.099812
167,06:02:47,2602,"{}",35.068494,129.099061
168,06:02:48,2601,"{}",35.066,129.099824
168,06:02:48,2602,"{}",35.068494,129.099061
169,06:02:49,2601,"{}",35.065955,129.099837
169,06:02:49,2602,"{}",35.068494,129.099061
170,06:02:50,2601,"{}",35.06591,129.099849
170,06:02:50,2602,"{}",35.068494,129.099061
171,06:02:51,2601,"{}",35.065865,129.099862
171,06:02:51,2602,"{}",35.068494,129.099061
172,06:02:52,2601,"{}",35.06582,129.099874
172,06:02:52,2602,"{}",35.068494,129.099061
173,06:02:53,2601,"{}",35.065775,129.099887
173,06:02:53,2602,"{}",35.068494,129.099061
174,06:02:54,2601,"{}",35.06573,129.099899
174,06:02:54,2602,"{}",35.068494,129.099061
175,06:02:55,2601,"{}",35.065685,129.099912
175,06:02:55,2602,"{}",35.068494,129.099061
176,06:02:56,2601,"{}",35.065639,129.099924
176,06:02:56,2602,"{}",35.068494,129.099061
177,06:02:57,2601,"{}",35.065594,129.099937
177,06:02:57,2602,"{}",35.068494,129.099061
178,06:02:58,2601,"{}",35.065549,129.09995
178,06:02:58,2602,"{}",35.068494,129.099061
179,06:02:59,2601,"{}",35.065504,129.099962
179,06:02:59,2602,"{}",35.068494,129.099061
180,06:03:00,2601,"{}",35.065459,129.099975
180,06:03:00,2602,"{}",35.068494,129.099061
181,06:03:01,2601,"{}",35.065414,129.099987
181,06:03:01,2602,"{}",35.068494,129.099061
182,06:03:02,2601,"{}",35.065369,129.1
182,06:03:02,2602,"{}",35.068494,129.099061
183,06:03:03,2601,"{}",35.065324,129.100012
183,06:03:03,2602,"{}",35.068494,129.099061
184,06:03:04,2601,"{}",35.065279,129.100025
184,06:03:04,2602,"{}",35.068494,129.099061
185,06:03:05,2601,"{}",35.065233,129.100037
185,06:03:05,2602,"{}",35.068494,129.099061
186,06:03:06,2601,"{}",35.065188,129.10005
186,06:03:06,2602,"{}",35.068494,129.099061
187,06:03:07,2601,"{}",35.065143,129.100062
187,06:03:07,2602,"{}",35.068494,129.099061
188,06:03:08,2601,"{}",35.065098,129.100075
188,06:03:08,2602,"{}",35.068494,129.099061
189,06:03:09,2601,"{}",35.065053,129.100088
189,06:03:09,2602,"{}",35.068494,129.099061
190,06:03:10,2601,"{}",35.065008,129.1001
190,06:03:10,2602,"{}",35.068494,129.099061
191,06:03:11,2601,"{}",35.064963,129.100113
191,06:03:11,2602,"{}",35.068494,129.099061
192,06:03:12,2601,"{}",35.064918,129.100125
192,06:03:12,2602,"{}",35.068494,129.099061
193,06:03:13,2601,"{}",35.064873,129.100138
193,06:03:13,2602,"{}",35.068494,129.099061
194,06:03:14,2601,"{}",35.064827,129.10015
194,06:03:14,2602,"{}",35.068494,129.099061
195,06:03:15,2601,"{}",35.064782,129.100163
195,06:03:15,2602,"{}",35.068494,129.099061
196,06:03:16,2601,"{}",35.064737,129.100175
196,06:03:16,2602,"{}",35.068494,129.099061
197,06:03:17,2601,"{}",35.064692,129.100188
197,06:03:17,2602,"{}",35.068494,129.099061
198,06:03:18,2601,"{}",35.064647,129.1002
198,06:03:18,2602,"{}",35.068494,129.099061
199,06:03:19,2601,"{}",35.064602,129.100213
199,06:03:19,2602,"{}",35.068494,129.099061
200,06:03:20,2601,"{}",35.064557,129.100226
200,06:03:20,2602,"{}",35.068494,129.099061
201,06:03:21,2601,"{}",35.064512,129.100238
201,06:03:21,2602,"{}",35.068494,129.099061
202,06:03:22,2601,"{}",35.064467,129.100251
202,06:03:22,2602,"{}",35.068494,129.099061
203,06:03:23,2601,"{}",35.064421,129.100263
203,06:03:23,2602,"{}",35.068494,129.099061
204,06:03:24,2601,"{}",35.060311,129.103761
204,06:03:24,2602,"{}",35.068494,129.099061
205,06:03:25,2601,"{}",35.060311,129.103761
205,06:03:25,2602,"{}",35.068494,129.099061
206,06:03:26,2601,"{}",35.060311,129.103761
206,06:03:26,2602,"{}",35.068494,129.099061
207,06:03:27,2601,"{}",35.060311,129.103761
207,06:03:27,2602,"{}",35.068494,129.099061
208,06:03:28,2601,"{}",35.060311,129.103761
208,06:03:28,2602,"{}",35.068494,129.099061
209,06:03:29,2601,"{}",35.060311,129.103761
209,06:03:29,2602,"{}",35.068494,129.099061
210,06:03:30,2601,"{}",35.060311,129.103761
210,06:03:30,2602,"{}",35.068494,129.099061
211,06:03:31,2601,"{}",35.060311,129.103761
211,06:03:31,2602,"{}",35.068494,129.099061
212,06:03:32,2601,"{}",35.060311,129.103761
212,06:03:32,2602,"{}",35.068494,129.099061
213,06:03:33,2601,"{}",35.060311,129.103761
213,06:03:33,2602,"{}",35.068494,129.099061
214,06:03:34,2601,"{}",35.060311,129.103761
214,06:03:34,2602,"{}",35.068494,129.099061
215,06:03:35,2601,"{}",35.060311,129.103761
215,06:03:35,2602,"{}",35.068494,129.099061
216,06:03:36,2601,"{}",35.060311,129.103761
216,06:03:36,2602,"{}",35.068494,129.099061
217,06:03:37,2601,"{}",35.060311,129.103761
217,06:03:37,2602,"{}",35.068494,129.099061
218,06:03:38,2601,"{}",35.060311,129.103761
218,06:03:38,2602,"{}",35.068494,129.099061
219,06:03:39,2601,"{}",35.060311,129.103761
219,06:03:39,2602,"{}",35.068494,129.099061
220,06:03:40,2601,"{}",35.060311,129.103761
220,06:03:40,2602,"{}",35.068494,129.099061
221,06:03:41,2601,"{}",35.060311,129.103761
221,06:03:41,2602,"{}",35.068494,129.099061
222,06:03:42,2601,"{}",35.060311,129.103761
222,06:03:42,2602,"{}",35.068494,129.099061
223,06:03:43,2601,"{}",35.060311,129.103761
223,06:03:43,2602,"{}",35.068494,129.099061
224,06:03:44,2601,"{}",35.060311,129.103761
224,06:03:44,2602,"{}",35.068494,129.099061
225,06:03:45,2601,"{}",35.060311,129.103761
225,06:03:45,2602,"{}",35.068494,129.099061
226,06:03:46,2601,"{}",35.060311,129.103761
226,06:03:46,2602,"{}",35.068494,129.099061
227,06:03:47,2601,"{}",35.060311,129.103761
227,06:03:47,2602,"{}",35.068494,129.099061
228,06:03:48,2601,"{}",35.060311,129.103761
228,06:03:48,2602,"{}",35.068494,129.099061
229,06:03:49,2601,"{}",35.060311,129.103761
229,06:03:49,2602,"{}",35.068494,129.099061
230,06:03:50,2601,"{}",35.060311,129.103761
230,06:03:50,2602,"{}",35.068494,129.099061
231,06:03:51,2601,"{}",35.060311,129.103761
231,06:03:51,2602,"{}",35.068494,129.099061
232,06:03:52,2601,"{}",35.060311,129.103761
232,06:03:52,2602,"{}",35.068494,129.099061
233,06:03:53,2601,"{}",35.060311,129.103761
233,06:03:53,2602,"{}",35.068494,129.099061
234,06:03:54,2601,"{}",35.060311,129.103761
234,06:03:54,2602,"{}",35.068494,129.099061
235,06:03:55,2601,"{}",35.060311,129.103761
235,06:03:55,2602,"{}",35.068494,129.099061
236,06:03:56,2601,"{}",35.060311,129.103761
236,06:03:56,2602,"{}",35.068494,129.099061
237,06:03:57,2601,"{}",35.060311,129.103761
237,06:03:57,2602,"{}",35.068494,129.099061
238,06:03:58,2601,"{}",35.060311,129.103761
238,06:03:58,2602,"{}",35.068494,129.099061
239,06:03:59,2601,"{}",35.060311,129.103761
239,06:03:59,2602,"{}",35.068494,129.099061
240,06:04:00,2601,"{}",35.060311,129.103761
240,06:04:00,2602,"{}",35.068494,129.099061
241,06:04:01,2601,"{}",35.060311,129.103761
241,06:04:01,2602,"{}",35.068494,129.099061
242,06:04:02,2601,"{}",35.060311,129.103761
242,06:04:02,2602,"{}",35.068494,129.099061
243,06:04:03,2601,"{}",35.060311,129.103761
243,06:04:03,2602,"{}",35.068494,129.099061
244,06:04:04,2601,"{}",35.060311,129.103761
244,06:04:04,2602,"{}",35.068494,129.099061
245,06:04:05,2601,"{}",35.060311,129.103761
245,06:04:05,2602,"{}",35.068494,129.099061
246,06:04:06,2601,"{}",35.060311,129.103761
246,06:04:06,2602,"{}",35.068494,129.099061
247,06:04:07,2601,"{}",35.060311,129.103761
247,06:04:07,2602,"{}",35.068494,129.099061
248,06:04:08,2601,"{}",35.060311,129.103761
248,06:04:08,2602,"{}",35.068494,129.099061
249,06:04:09,2601,"{}",35.060311,129.103761
249,06:04:09,2602,"{}",35.068494,129.099061
250,06:04:10,2601,"{}",35.060311,129.103761
250,06:04:10,2602,"{}",35.068494,129.099061
251,06:04:11,2601,"{}",35.060311,129.103761
251,06:04:11,2602,"{}",35.068494,129.099061
252,06:04:12,2601,"{}",35.060311,129.103761
252,06:04:12,2602,"{}",35.068494,129.099061
253,06:04:13,2601,"{}",35.060311,129.103761
253,06:04:13,2602,"{}",35.068494,129.099061
254,06:04:14,2601,"{}",35.060311,129.103761
254,06:04:14,2602,"{}",35.068494,129.099061
255,06:04:15,2601,"{}",35.060311,129.103761
255,06:04:15,2602,"{}",35.068494,129.099061
256,06:04:16,2601,"{}",35.060311,129.103761
256,06:04:16,2602,"{}",35.068494,129.099061
257,06:04:17,2601,"{}",35.060311,129.103761
257,06:04:17,2602,"{}",35.068494,129.099061
258,06:04:18,2601,"{}",35.060311,129.103761
258,06:04:18,2602,"{}",35.068494,129.099061
259,06:04:19,2601,"{}",35.060311,129.103761
259,06:04:19,2602,"{}",35.068494,129.099061
260,06:04:20,2601,"{}",35.060311,129.103761
260,06:04:20,2602,"{}",35.068494,129.099061
261,06:04:21,2601,"{}",35.060311,129.103761
261,06:04:21,2602,"{}",35.068494,129.099061
262,06:04:22,2601,"{}",35.060311,129.103761
262,06:04:22,2602,"{}",35.068494,129.099061
263,06:04:23,2601,"{}",35.060311,129.103761
263,06:04:23,2602,"{}",35.068494,129.099061
264,06:04:24,2601,"{}",35.060311,129.103761
264,06:04:24,2602,"{}",35.068494,129.099061
265,06:04:25,2601,"{}",35.060311,129.103761
265,06:04:25,2602,"{}",35.068494,129.099061
266,06:04:26,2601,"{}",35.060311,129.103761
266,06:04:26,2602,"{}",35.068494,129.099061
267,06:04:27,2601,"{}",35.060337,129.103713
267,06:04:27,2602,"{}",35.071792,129.095894
268,06:04:28,2601,"{}",35.060362,129.103666
268,06:04:28,2602,"{}",35.072121,129.096074
269,06:04:29,2601,"{}",35.060387,129.103618
269,06:04:29,2602,"{}",35.07177,129.096003
270,06:04:30,2601,"{}",35.060412,129.103571
270,06:04:30,2602,"{}",35.072099,129.096183
271,06:04:31,2601,"{}",35.060437,129.103524
271,06:04:31,2602,"{}",35.071748,129.096113
272,06:04:32,2601,"{}",35.060463,129.103476
272,06:04:32,2602,"{}",35.072077,129.096293
273,06:04:33,2601,"{}",35.060488,129.103429
273,06:04:33,2602,"{}",35.071726,129.096222
274,06:04:34,2601,"{}",35.060513,129.103382
274,06:04:34,2602,"{}",35.072055,129.096402
275,06:04:35,2601,"{}",35.060538,129.103334
275,06:04:35,2602,"{}",35.071704,129.096331
276,06:04:36,2601,"{}",35.060564,129.103287
276,06:04:36,2602,"{}",35.071349,129.096317
277,06:04:37,2601,"{}",35.060589,129.103239
277,06:04:37,2602,"{}",35.07117,129.09636
278,06:04:38,2601,"{}",35.060614,129.103192
