sim_time_sec,abs_time,id,platform_id,eoir_heading,latitude,longitude,zoom_level,stream_url
2,06:00:02,32201,2201,0.0,35.066049,129.086307,1,rtsp://sim/2201/eoir
2,06:00:02,32202,2202,0.0,35.065294,129.086486,1,rtsp://sim/2202/eoir
2.6,06:00:03,32101,2101,0.0,35.070831,129.09848,1,rtsp://sim/2101/eoir
2.6,06:00:03,31201,1201,0.0,35.070851,129.097806,1,rtsp://sim/1201/eoir
2.6,06:00:03,31101,1101,0.0,35.071021,129.09815,1,rtsp://sim/1101/eoir
2.6,06:00:03,32102,2102,0.0,35.071192,129.099061,1,rtsp://sim/2102/eoir
2.6,06:00:03,31301,1301,0.0,35.071419,129.099099,1,rtsp://sim/1301/eoir
2.6,06:00:03,31102,1102,0.0,35.071076,129.098801,1,rtsp://sim/1102/eoir
2.6,06:00:03,32201,2201,0.0,35.066049,129.086307,1,rtsp://sim/2201/eoir
2.6,06:00:03,32202,2202,0.0,35.065294,129.086486,1,rtsp://sim/2202/eoir
3,06:00:03,32101,2101,0.0,35.070813,129.098485,1,rtsp://sim/2101/eoir
3,06:00:03,31201,1201,0.0,35.070833,129.09781,1,rtsp://sim/1201/eoir
3,06:00:03,31101,1101,0.0,35.071003,129.098154,1,rtsp://sim/1101/eoir
3,06:00:03,32102,2102,0.0,35.071192,129.099061,1,rtsp://sim/2102/eoir
3,06:00:03,31301,1301,0.0,35.071419,129.099099,1,rtsp://sim/1301/eoir
3,06:00:03,31102,1102,0.0,35.071076,129.098801,1,rtsp://sim/1102/eoir
3,06:00:03,32201,2201,0.0,35.066049,129.086307,1,rtsp://sim/2201/eoir
3,06:00:03,32202,2202,0.0,35.065294,129.086486,1,rtsp://sim/2202/eoir
3.6,06:00:04,32101,2101,0.0,35.070786,129.098493,1,rtsp://sim/2101/eoir
3.6,06:00:04,31201,1201,0.0,35.070805,129.097816,1,rtsp://sim/1201/eoir
3.6,06:00:04,31101,1101,0.0,35.070976,129.09816,1,rtsp://sim/1101/eoir
3.6,06:00:04,32102,2102,0.0,35.071192,129.099061,1,rtsp://sim/2102/eoir
3.6,06:00:04,31301,1301,0.0,35.071419,129.099099,1,rtsp://sim/1301/eoir
3.6,06:00:04,31102,1102,0.0,35.071076,129.098801,1,rtsp://sim/1102/eoir
3.6,06:00:04,32201,2201,0.0,35.066049,129.086307,1,rtsp://sim/2201/eoir
3.6,06:00:04,32202,2202,0.0,35.065294,129.086486,1,rtsp://sim/2202/eoir
4,06:00:04,32101,2101,0.0,35.070768,129.098498,1,rtsp://sim/2101/eoir
4,06:00:04,31201,1201,0.0,35.070787,129.09782,1,rtsp://sim/1201/eoir
4,06:00:04,31101,1101,0.0,35.070957,129.098164,1,rtsp://sim/1101/eoir
4,06:00:04,32102,2102,0.0,35.071192,129.099061,1,rtsp://sim/2102/eoir
4,06:00:04,31301,1301,0.0,35.071419,129.099099,1,rtsp://sim/1301/eoir
4,06:00:04,31102,1102,0.0,35.071076,129.098801,1,rtsp://sim/1102/eoir
4,06:00:04,32201,2201,0.0,35.066049,129.086307,1,rtsp://sim/2201/eoir
4,06:00:04,32202,2202,0.0,35.065294,129.086486,1,rtsp://sim/2202/eoir
4.6,06:00:05,32101,2101,0.0,35.070741,129.098505,1,rtsp://sim/2101/eoir
4.6,06:00:05,31201,1201,0.0,35.07076,129.097826,1,rtsp://sim/1201/eoir
4.6,06:00:05,31101,1101,0.0,35.07093,129.09817,1,rtsp://sim/1101/eoir
4.6,06:00:05,32102,2102,0.0,35.071192,129.099061,1,rtsp://sim/2102/eoir
4.6,06:00:05,31301,1301,0.0,35.071419,129.099099,1,rtsp://sim/1301/eoir
4.6,06:00:05,31102,1102,0.0,35.071076,129.098801,1,rtsp://sim/1102/eoir
4.6,06:00:05,32201,2201,0.0,35.066049,129.086307,1,rtsp://sim/2201/eoir
4.6,06:00:05,32202,2202,0.0,35.065294,129.086486,1,rtsp://sim/2202/eoir
5,06:00:05,32101,2101,0.0,35.070722,129.09851,1,rtsp://sim/2101/eoir
5,06:00:05,31201,1201,0.0,35.070741,129.09783,1,rtsp://sim/1201/eoir
5,06:00:05,31101,1101,0.0,35.070912,129.098174,1,rtsp://sim/1101/eoir
5,06:00:05,32102,2102,0.0,35.071192,129.099061,1,rtsp://sim/2102/eoir
5,06:00:05,31301,1301,0.0,35.071419,129.099099,1,rtsp://sim/1301/eoir
5,06:00:05,31102,1102,0.0,35.071076,129.098801,1,rtsp://sim/1102/eoir
5,06:00:05,32201,2201,0.0,35.066049,129.086307,1,rtsp://sim/2201/eoir
5,06:00:05,32202,2202,0.0,35.065294,129.086486,1,rtsp://sim/2202/eoir
5.6,06:00:06,32101,2101,0.0,35.070695,129.098518,1,rtsp://sim/2101/eoir
5.6,06:00:06,31201,1201,0.0,35.070714,129.097836,1,rtsp://sim/1201/eoir
5.6,06:00:06,31101,1101,0.0,35.070885,129.09818,1,rtsp://sim/1101/eoir
5.6,06:00:06,32102,2102,0.0,35.071192,129.099061,1,rtsp://sim/2102/eoir
5.6,06:00:06,31301,1301,0.0,35.071419,129.099099,1,rtsp://sim/1301/eoir
5.6,06:00:06,31102,1102,0.0,35.071076,129.098801,1,rtsp://sim/1102/eoir
5.6,06:00:06,32201,2201,0.0,35.066049,129.086307,1,rtsp://sim/2201/eoir
5.6,06:00:06,32202,2202,0.0,35.065294,129.086486,1,rtsp://sim/2202/eoir
6,06:00:06,32101,2101,0.0,35.070677,129.098523,1,rtsp://sim/2101/eoir
6,06:00:06,31201,1201,0.0,35.070696,129.09784,1,rtsp://sim/1201/eoir
6,06:00:06,31101,1101,0.0,35.070866,129.098184,1,rtsp://sim/1101/eoir
6,06:00:06,32102,2102,0.0,35.071192,129.099061,1,rtsp://sim/2102/eoir
6,06:00:06,31301,1301,0.0,35.071419,129.099099,1,rtsp://sim/1301/eoir
6,06:00:06,31102,1102,0.0,35.071076,129.098801,1,rtsp://sim/1102/eoir
6,06:00:06,32201,2201,0.0,35.066049,129.086307,1,rtsp://sim/2201/eoir
6,06:00:06,32202,2202,0.0,35.065294,129.086486,1,rtsp://sim/2202/eoir
6.6,06:00:07,32101,2101,0.0,35.07065,129.09853,1,rtsp://sim/2101/eoir
6.6,06:00:07,31201,1201,0.0,35.070669,129.097846,1,rtsp://sim/1201/eoir
6.6,06:00:07,31101,1101,0.0,35.070839,129.098189,1,rtsp://sim/1101/eoir
6.6,06:00:07,32102,2102,0.0,35.071192,129.099061,1,rtsp://sim/2102/eoir
6.6,06:00:07,31301,1301,0.0,35.071419,129.099099,1,rtsp://sim/1301/eoir
6.6,06:00:07,31102,1102,0.0,35.071076,129.098801,1,rtsp://sim/1102/eoir
6.6,06:00:07,32201,2201,0.0,35.066049,129.086307,1,rtsp://sim/2201/eoir
6.6,06:00:07,32202,2202,0.0,35.065294,129.086486,1,rtsp://sim/2202/eoir
7,06:00:07,32101,2101,0.0,35.070632,129.098535,1,rtsp://sim/2101/eoir
7,06:00:07,31201,1201,0.0,35.07065,129.09785,1,rtsp://sim/1201/eoir
7,06:00:07,31101,1101,0.0,35.070821,129.098193,1,rtsp://sim/1101/eoir
7,06:00:07,32102,2102,0.0,35.071192,129.099061,1,rtsp://sim/2102/eoir
7,06:00:07,31301,1301,0.0,35.071419,129.099099,1,rtsp://sim/1301/eoir
7,06:00:07,31102,1102,0.0,35.071076,129.098801,1,rtsp://sim/1102/eoir
7,06:00:07,32201,2201,0.0,35.066049,129.086307,1,rtsp://sim/2201/eoir
7,06:00:07,32202,2202,0.0,35.065294,129.086486,1,rtsp://sim/2202/eoir
7.6,06:00:08,32101,2101,0.0,35.070605,129.098543,1,rtsp://sim/2101/eoir
7.6,06:00:08,31201,1201,0.0,35.070623,129.097856,1,rtsp://sim/1201/eoir
7.6,06:00:08,31101,1101,0.0,35.070793,129.098199,1,rtsp://sim/1101/eoir
7.6,06:00:08,32102,2102,0.0,35.071192,129.099061,1,rtsp://sim/2102/eoir
7.6,06:00:08,31301,1301,0.0,35.071419,129.099099,1,rtsp://sim/1301/eoir
7.6,06:00:08,31102,1102,0.0,35.071076,129.098801,1,rtsp://sim/1102/eoir
7.6,06:00:08,32201,2201,0.0,35.066049,129.086307,1,rtsp://sim/2201/eoir
7.6,06:00:08,32202,2202,0.0,35.065294,129.086486,1,rtsp://sim/2202/eoir
8,06:00:08,32101,2101,0.0,35.070587,129.098548,1,rtsp://sim/2101/eoir
8,06:00:08,31201,1201,0.0,35.070605,129.09786,1,rtsp://sim/1201/eoir
8,06:00:08,31101,1101,0.0,35.070775,129.098203,1,rtsp://sim/1101/eoir
8,06:00:08,32102,2102,0.0,35.071192,129.099061,1,rtsp://sim/2102/eoir
8,06:00:08,31301,1301,0.0,35.071419,129.099099,1,rtsp://sim/1301/eoir
8,06:00:08,31102,1102,0.0,35.071076,129.098801,1,rtsp://sim/1102/eoir
8,06:00:08,32201,2201,0.0,35.066049,129.086307,1,rtsp://sim/2201/eoir
8,06:00:08,32202,2202,0.0,35.065294,129.086486,1,rtsp://sim/2202/eoir
8.6,06:00:09,32101,2101,0.0,35.07056,129.098555,1,rtsp://sim/2101/eoir
8.6,06:00:09,31201,1201,0.0,35.070578,129.097866,1,rtsp://sim/1201/eoir
8.6,06:00:09,31101,1101,0.0,35.070748,129.098209,1,rtsp://sim/1101/eoir
8.6,06:00:09,32102,2102,0.0,35.071192,129.099061,1,rtsp://sim/2102/eoir
8.6,06:00:09,31301,1301,0.0,35.071419,129.099099,1,rtsp://sim/1301/eoir
8.6,06:00:09,31102,1102,0.0,35.071076,129.098801,1,rtsp://sim/1102/eoir
8.6,06:00:09,32201,2201,0.0,35.066049,129.086307,1,rtsp://sim/2201/eoir
8.6,06:00:09,32202,2202,0.0,35.065294,129.086486,1,rtsp://sim/2202/eoir
9,06:00:09,32101,2101,0.0,35.070542,129.09856,1,rtsp://sim/2101/eoir
9,06:00:09,31201,1201,0.0,35.070559,129.09787,1,rtsp://sim/1201/eoir
9,06:00:09,31101,1101,0.0,35.07073,129.098213,1,rtsp://sim/1101/eoir
9,06:00:09,32102,2102,0.0,35.071192,129.099061,1,rtsp://sim/2102/eoir
9,06:00:09,31301,1301,0.0,35.071419,129.099099,1,rtsp://sim/1301/eoir
9,06:00:09,31102,1102,0.0,35.071076,129.098801,1,rtsp://sim/1102/eoir
9,06:00:09,32201,2201,0.0,35.066049,129.086307,1,rtsp://sim/2201/eoir
9,06:00:09,32202,2202,0.0,35.065294,129.086486,1,rtsp://sim/2202/eoir
9.6,06:00:10,32101,2101,0.0,35.070515,129.098568,1,rtsp://sim/2101/eoir
9.6,06:00:10,31201,1201,0.0,35.070532,129.097876,1,rtsp://sim/1201/eoir
9.6,06:00:10,31101,1101,0.0,35.070702,129.098219,1,rtsp://sim/1101/eoir
9.6,06:00:10,32102,2102,0.0,35.071192,129.099061,1,rtsp://sim/2102/eoir
9.6,06:00:10,31301,1301,0.0,35.071419,129.099099,1,rtsp://sim/1301/eoir
9.6,06:00:10,31102,1102,0.0,35.071076,129.098801,1,rtsp://sim/1102/eoir
9.6,06:00:10,32201,2201,0.0,35.066049,129.086307,1,rtsp://sim/2201/eoir
9.6,06:00:10,32202,2202,0.0,35.065294,129.086486,1,rtsp://sim/2202/eoir
10,06:00:10,32101,2101,0.0,35.070497,129.098573,1,rtsp://sim/2101/eoir
10,06:00:10,31201,1201,0.0,35.070514,129.09788,1,rtsp://sim/1201/eoir
10,06:00:10,31101,1101,0.0,35.070684,129.098223,1,rtsp://sim/1101/eoir
10,06:00:10,32102,2102,0.0,35.071192,129.099061,1,rtsp://sim/2102/eoir
10,06:00:10,31301,1301,0.0,35.071419,129.099099,1,rtsp://sim/1301/eoir
10,06:00:10,31102,1102,0.0,35.071076,129.098801,1,rtsp://sim/1102/eoir
10,06:00:10,32201,2201,0.0,35.066049,129.086307,1,rtsp://sim/2201/eoir
10,06:00:10,32202,2202,0.0,35.065294,129.086486,1,rtsp://sim/2202/eoir
10.6,06:00:11,32101,2101,0.0,35.07047,129.09858,1,rtsp://sim/2101/eoir
10.6,06:00:11,31201,1201,0.0,35.070487,129.097887,1,rtsp://sim/1201/eoir
10.6,06:00:11,31101,1101,0.0,35.070657,129.098229,1,rtsp://sim/1101/eoir
10.6,06:00:11,32102,2102,0.0,35.071192,129.099061,1,rtsp://sim/2102/eoir
10.6,06:00:11,31301,1301,0.0,35.071419,129.099099,1,rtsp://sim/1301/eoir
10.6,06:00:11,31102,1102,0.0,35.071076,129.098801,1,rtsp://sim/1102/eoir
10.6,06:00:11,32201,2201,0.0,35.066049,129.086307,1,rtsp://sim/2201/eoir
10.6,06:00:11,32202,2202,0.0,35.065294,129.086486,1,rtsp://sim/2202/eoir
11,06:00:11,32101,2101,0.0,35.070452,129.098586,1,rtsp://sim/2101/eoir
11,06:00:11,31201,1201,0.0,35.070468,129.097891,1,rtsp://sim/1201/eoir
11,06:00:11,31101,1101,0.0,35.070639,129.098233,1,rtsp://sim/1101/eoir
11,06:00:11,32102,2102,0.0,35.071192,129.099061,1,rtsp://sim/2102/eoir
11,06:00:11,31301,1301,0.0,35.071419,129.099099,1,rtsp://sim/1301/eoir
11,06:00:11,31102,1102,0.0,35.071076,129.098801,1,rtsp://sim/1102/eoir
11,06:00:11,32201,2201,0.0,35.066049,129.086307,1,rtsp://sim/2201/eoir
11,06:00:11,32202,2202,0.0,35.065294,129.086486,1,rtsp://sim/2202/eoir
11.6,06:00:12,32101,2101,0.0,35.070425,129.098593,1,rtsp://sim/2101/eoir
11.6,06:00:12,31201,1201,0.0,35.070441,129.097897,1,rtsp://sim/1201/eoir
11.6,06:00:12,31101,1101,0.0,35.070611,129.098239,1,rtsp://sim/1101/eoir
11.6,06:00:12,32102,2102,0.0,35.071192,129.099061,1,rtsp://sim/2102/eoir
11.6,06:00:12,31301,1301,0.0,35.071419,129.099099,1,rtsp://sim/1301/eoir
11.6,06:00:12,31102,1102,0.0,35.071076,129.098801,1,rtsp://sim/1102/eoir
11.6,06:00:12,32201,2201,0.0,35.066049,129.086307,1,rtsp://sim/2201/eoir
11.6,06:00:12,32202,2202,0.0,35.065294,129.086486,1,rtsp://sim/2202/eoir
12,06:00:12,32101,2101,0.0,35.070407,129.098598,1,rtsp://sim/2101/eoir
12,06:00:12,31201,1201,0.0,35.070423,129.097901,1,rtsp://sim/1201/eoir
12,06:00:12,31101,1101,0.0,35.070593,129.098243,1,rtsp://sim/1101/eoir
12,06:00:12,32102,2102,0.0,35.071192,129.099061,1,rtsp://sim/2102/eoir
12,06:00:12,31301,1301,0.0,35.071419,129.099099,1,rtsp://sim/1301/eoir
12,06:00:12,31102,1102,0.0,35.071076,129.098801,1,rtsp://sim/1102/eoir
12,06:00:12,32201,2201,0.0,35.066049,129.086307,1,rtsp://sim/2201/eoir
12,06:00:12,32202,2202,0.0,35.065294,129.086486,1,rtsp://sim/2202/eoir
12.6,06:00:13,32101,2101,0.0,35.07038,129.098606,1,rtsp://sim/2101/eoir
12.6,06:00:13,31201,1201,0.0,35.070395,129.097907,1,rtsp://sim/1201/eoir
12.6,06:00:13,31101,1101,0.0,35.070566,129.098249,1,rtsp://sim/1101/eoir
12.6,06:00:13,32102,2102,0.0,35.071192,129.099061,1,rtsp://sim/2102/eoir
12.6,06:00:13,31301,1301,0.0,35.071419,129.099099,1,rtsp://sim/1301/eoir
12.6,06:00:13,31102,1102,0.0,35.071076,129.098801,1,rtsp://sim/1102/eoir
12.6,06:00:13,32201,2201,0.0,35.066049,129.086307,1,rtsp://sim/2201/eoir
12.6,06:00:13,32202,2202,0.0,35.065294,129.086486,1,rtsp://sim/2202/eoir
13,06:00:13,32101,2101,0.0,35.070362,129.098611,1,rtsp://sim/2101/eoir
13,06:00:13,31201,1201,0.0,35.070377,129.097911,1,rtsp://sim/1201/eoir
13,06:00:13,31101,1101,0.0,35.070547,129.098253,1,rtsp://sim/1101/eoir
13,06:00:13,32102,2102,0.0,35.071192,129.099061,1,rtsp://sim/2102/eoir
13,06:00:13,31301,1301,0.0,35.071419,129.099099,1,rtsp://sim/1301/eoir
13,06:00:13,31102,1102,0.0,35.071076,129.098801,1,rtsp://sim/1102/eoir
13,06:00:13,32201,2201,0.0,35.066049,129.086307,1,rtsp://sim/2201/eoir
13,06:00:13,32202,2202,0.0,35.065294,129.086486,1,rtsp://sim/2202/eoir
13.6,06:00:14,32101,2101,0.0,35.070335,129.098618,1,rtsp://sim/2101/eoir
13.6,06:00:14,31201,1201,0.0,35.07035,129.097917,1,rtsp://sim/1201/eoir
13.6,06:00:14,31101,1101,0.0,35.07052,129.098259,1,rtsp://sim/1101/eoir
13.6,06:00:14,32102,2102,0.0,35.071192,129.099061,1,rtsp://sim/2102/eoir
13.6,06:00:14,31301,1301,0.0,35.071419,129.099099,1,rtsp://sim/1301/eoir
13.6,06:00:14,31102,1102,0.0,35.071076,129.098801,1,rtsp://sim/1102/eoir
13.6,06:00:14,32201,2201,0.0,35.066049,129.086307,1,rtsp://sim/2201/eoir
13.6,06:00:14,32202,2202,0.0,35.065294,129.086486,1,rtsp://sim/2202/eoir
14,06:00:14,32101,2101,0.0,35.070316,129.098623,1,rtsp://sim/2101/eoir
14,06:00:14,31201,1201,0.0,35.070332,129.097921,1,rtsp://sim/1201/eoir
14,06:00:14,31101,1101,0.0,35.070502,129.098263,1,rtsp://sim/1101/eoir
14,06:00:14,32102,2102,0.0,35.071192,129.099061,1,rtsp://sim/2102/eoir
14,06:00:14,31301,1301,0.0,35.071419,129.099099,1,rtsp://sim/1301/eoir
14,06:00:14,31102,1102,0.0,35.071076,129.098801,1,rtsp://sim/1102/eoir
14,06:00:14,32201,2201,0.0,35.066049,129.086307,1,rtsp://sim/2201/eoir
14,06:00:14,32202,2202,0.0,35.065294,129.086486,1,rtsp://sim/2202/eoir
14.6,06:00:15,32101,2101,0.0,35.070289,129.098631,1,rtsp://sim/2101/eoir
14.6,06:00:15,31201,1201,0.0,35.070304,129.097927,1,rtsp://sim/1201/eoir
14.6,06:00:15,31101,1101,0.0,35.070475,129.098269,1,rtsp://sim/1101/eoir
14.6,06:00:15,32102,2102,0.0,35.071192,129.099061,1,rtsp://sim/2102/eoir
14.6,06:00:15,31301,1301,0.0,35.071419,129.099099,1,rtsp://sim/1301/eoir
14.6,06:00:15,31102,1102,0.0,35.071076,129.098801,1,rtsp://sim/1102/eoir
14.6,06:00:15,32201,2201,0.0,35.066049,129.086307,1,rtsp://sim/2201/eoir
14.6,06:00:15,32202,2202,0.0,35.065294,129.086486,1,rtsp://sim/2202/eoir
15,06:00:15,32101,2101,0.0,35.070271,129.098636,1,rtsp://sim/2101/eoir
15,06:00:15,31201,1201,0.0,35.070286,129.097931,1,rtsp://sim/1201/eoir
15,06:00:15,31101,1101,0.0,35.070456,129.098273,1,rtsp://sim/1101/eoir
15,06:00:15,32102,2102,0.0,35.071192,129.099061,1,rtsp://sim/2102/eoir
15,06:00:15,31301,1301,0.0,35.071419,129.099099,1,rtsp://sim/1301/eoir
15,06:00:15,31102,1102,0.0,35.071076,129.098801,1,rtsp://sim/1102/eoir
15,06:00:15,32201,2201,0.0,35.066049,129.086307,1,rtsp://sim/2201/eoir
15,06:00:15,32202,2202,0.0,35.065294,129.086486,1,rtsp://sim/2202/eoir
15.6,06:00:16,32101,2101,0.0,35.070244,129.098643,1,rtsp://sim/2101/eoir
15.6,06:00:16,31201,1201,0.0,35.070259,129.097937,1,rtsp://sim/1201/eoir
15.6,06:00:16,31101,1101,0.0,35.070429,129.098279,1,rtsp://sim/1101/eoir
15.6,06:00:16,32102,2102,0.0,35.071192,129.099061,1,rtsp://sim/2102/eoir
15.6,06:00:16,31301,1301,0.0,35.071419,129.099099,1,rtsp://sim/1301/eoir
15.6,06:00:16,31102,1102,0.0,35.071076,129.098801,1,rtsp://sim/1102/eoir
15.6,06:00:16,32201,2201,0.0,35.066049,129.086307,1,rtsp://sim/2201/eoir
15.6,06:00:16,32202,2202,0.0,35.065294,129.086486,1,rtsp://sim/2202/eoir
16,06:00:16,32101,2101,0.0,35.070226,129.098648,1,rtsp://sim/2101/eoir
16,06:00:16,31201,1201,0.0,35.070241,129.097941,1,rtsp://sim/1201/eoir
16,06:00:16,31101,1101,0.0,35.070411,129.098283,1,rtsp://sim/1101/eoir
16,06:00:16,32102,2102,0.0,35.071192,129.099061,1,rtsp://sim/2102/eoir
16,06:00:16,31301,1301,0.0,35.071419,129.099099,1,rtsp://sim/1301/eoir
16,06:00:16,31102,1102,0.0,35.071076,129.098801,1,rtsp://sim/1102/eoir
16,06:00:16,32201,2201,0.0,35.066049,129.086307,1,rtsp://sim/2201/eoir
16,06:00:16,32202,2202,0.0,35.065294,129.086486,1,rtsp://sim/2202/eoir
16.6,06:00:17,32101,2101,0.0,35.070199,129.098656,1,rtsp://sim/2101/eoir
16.6,06:00:17,31201,1201,0.0,35.070213,129.097947,1,rtsp://sim/1201/eoir
16.6,06:00:17,31101,1101,0.0,35.070383,129.098289,1,rtsp://sim/1101/eoir
16.6,06:00:17,32102,2102,0.0,35.071192,129.099061,1,rtsp://sim/2102/eoir
16.6,06:00:17,31301,1301,0.0,35.071419,129.099099,1,rtsp://sim/1301/eoir
16.6,06:00:17,31102,1102,0.0,35.071076,129.098801,1,rtsp://sim/1102/eoir
16.6,06:00:17,32201,2201,0.0,35.066049,129.086307,1,rtsp://sim/2201/eoir
16.6,06:00:17,32202,2202,0.0,35.065294,129.086486,1,rtsp://sim/2202/eoir
17,06:00:17,32101,2101,0.0,35.070181,129.098661,1,rtsp://sim/2101/eoir
17,06:00:17,31201,1201,0.0,35.070195,129.097951,1,rtsp://sim/1201/eoir
17,06:00:17,31101,1101,0.0,35.070365,129.098292,1,rtsp://sim/1101/eoir
17,06:00:17,32102,2102,0.0,35.071192,129.099061,1,rtsp://sim/2102/eoir
17,06:00:17,31301,1301,0.0,35.071419,129.099099,1,rtsp://sim/1301/eoir
17,06:00:17,31102,1102,0.0,35.071076,129.098801,1,rtsp://sim/1102/eoir
17,06:00:17,32201,2201,0.0,35.066049,129.086307,1,rtsp://sim/2201/eoir
17,06:00:17,32202,2202,0.0,35.065294,129.086486,1,rtsp://sim/2202/eoir
17.6,06:00:18,32101,2101,0.0,35.070154,129.098668,1,rtsp://sim/2101/eoir
17.6,06:00:18,31201,1201,0.0,35.070168,129.097957,1,rtsp://sim/1201/eoir
17.6,06:00:18,31101,1101,0.0,35.070338,129.098298,1,rtsp://sim/1101/eoir
17.6,06:00:18,32102,2102,0.0,35.071192,129.099061,1,rtsp://sim/2102/eoir
17.6,06:00:18,31301,1301,0.0,35.071419,129.099099,1,rtsp://sim/1301/eoir
17.6,06:00:18,31102,1102,0.0,35.071076,129.098801,1,rtsp://sim/1102/eoir
17.6,06:00:18,32201,2201,0.0,35.066049,129.086307,1,rtsp://sim/2201/eoir
17.6,06:00:18,32202,2202,0.0,35.065294,129.086486,1,rtsp://sim/2202/eoir
18,06:00:18,32101,2101,0.0,35.070136,129.098673,1,rtsp://sim/2101/eoir
18,06:00:18,31201,1201,0.0,35.07015,129.097961,1,rtsp://sim/1201/eoir
18,06:00:18,31101,1101,0.0,35.07032,129.098302,1,rtsp://sim/1101/eoir
18,06:00:18,32102,2102,0.0,35.071192,129.099061,1,rtsp://sim/2102/eoir
18,06:00:18,31301,1301,0.0,35.071419,129.099099,1,rtsp://sim/1301/eoir
18,06:00:18,31102,1102,0.0,35.071076,129.098801,1,rtsp://sim/1102/eoir
18,06:00:18,32201,2201,0.0,35.066049,129.086307,1,rtsp://sim/2201/eoir
18,06:00:18,32202,2202,0.0,35.065294,129.086486,1,rtsp://sim/2202/eoir
18.6,06:00:19,32101,2101,0.0,35.070109,129.098681,1,rtsp://sim/2101/eoir
18.6,06:00:19,31201,1201,0.0,35.070122,129.097967,1,rtsp://sim/1201/eoir
18.6,06:00:19,31101,1101,0.0,35.070292,129.098308,1,rtsp://sim/1101/eoir
18.6,06:00:19,32102,2102,0.0,35.071192,129.099061,1,rtsp://sim/2102/eoir
18.6,06:00:19,31301,1301,0.0,35.071419,129.099099,1,rtsp://sim/1301/eoir
18.6,06:00:19,31102,1102,0.0,35.071076,129.098801,1,rtsp://sim/1102/eoir
