sim_time_sec,abs_time,id,altitude,fuel_status,heading,latitude,longitude,speed,speed_unit,weapon_status
2,06:00:02,1301,0,100,0,35.071419,129.099099,0,knots,"{""consumable"":{""sonobuoy"":3,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
2,06:00:02,1102,0,100,0,35.071076,129.098801,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
2,06:00:02,2201,0,100,0,35.066049,129.086307,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
2,06:00:02,2202,0,100,0,35.065294,129.086486,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
3,06:00:03,2101,0,100,167.18,35.070813,129.098485,10,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":1,""drone"":1},""persistent"":{""tass"":1,""eo/ir"":1}}"
3,06:00:03,1201,0,100,169.76,35.070833,129.09781,10,knots,"{""consumable"":{""sonobuoy"":3,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
3,06:00:03,1101,0,100,169.91,35.071003,129.098154,10,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
3,06:00:03,2102,0,100,0,35.071192,129.099061,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":1,""drone"":0},""persistent"":{""tass"":1,""eo/ir"":1}}"
3,06:00:03,1301,0,100,0,35.071419,129.099099,0,knots,"{""consumable"":{""sonobuoy"":3,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
3,06:00:03,1102,0,100,0,35.071076,129.098801,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
3,06:00:03,2201,0,100,0,35.066049,129.086307,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
3,06:00:03,2202,0,100,0,35.065294,129.086486,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
4,06:00:04,2101,0,100,167.18,35.070768,129.098498,10,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":1,""drone"":1},""persistent"":{""tass"":1,""eo/ir"":1}}"
4,06:00:04,1201,0,100,169.76,35.070787,129.09782,10,knots,"{""consumable"":{""sonobuoy"":3,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
4,06:00:04,1101,0,100,169.91,35.070957,129.098164,10,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
4,06:00:04,2102,0,100,0,35.071192,129.099061,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":1,""drone"":0},""persistent"":{""tass"":1,""eo/ir"":1}}"
4,06:00:04,1301,0,100,0,35.071419,129.099099,0,knots,"{""consumable"":{""sonobuoy"":3,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
4,06:00:04,1102,0,100,0,35.071076,129.098801,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
4,06:00:04,2201,0,100,0,35.066049,129.086307,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
4,06:00:04,2202,0,100,0,35.065294,129.086486,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
5,06:00:05,2101,0,100,167.18,35.070722,129.09851,10,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":1,""drone"":1},""persistent"":{""tass"":1,""eo/ir"":1}}"
5,06:00:05,1201,0,100,169.76,35.070741,129.09783,10,knots,"{""consumable"":{""sonobuoy"":3,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
5,06:00:05,1101,0,100,169.91,35.070912,129.098174,10,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
5,06:00:05,2102,0,100,0,35.071192,129.099061,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":1,""drone"":0},""persistent"":{""tass"":1,""eo/ir"":1}}"
5,06:00:05,1301,0,100,0,35.071419,129.099099,0,knots,"{""consumable"":{""sonobuoy"":3,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
5,06:00:05,1102,0,100,0,35.071076,129.098801,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
5,06:00:05,2201,0,100,0,35.066049,129.086307,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
5,06:00:05,2202,0,100,0,35.065294,129.086486,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
6,06:00:06,2101,0,100,167.18,35.070677,129.098523,10,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":1,""drone"":1},""persistent"":{""tass"":1,""eo/ir"":1}}"
6,06:00:06,1201,0,100,169.76,35.070696,129.09784,10,knots,"{""consumable"":{""sonobuoy"":3,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
6,06:00:06,1101,0,100,169.91,35.070866,129.098184,10,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
6,06:00:06,2102,0,100,0,35.071192,129.099061,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":1,""drone"":0},""persistent"":{""tass"":1,""eo/ir"":1}}"
6,06:00:06,1301,0,100,0,35.071419,129.099099,0,knots,"{""consumable"":{""sonobuoy"":3,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
6,06:00:06,1102,0,100,0,35.071076,129.098801,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
6,06:00:06,2201,0,100,0,35.066049,129.086307,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
6,06:00:06,2202,0,100,0,35.065294,129.086486,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
7,06:00:07,2101,0,100,167.18,35.070632,129.098535,10,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":1,""drone"":1},""persistent"":{""tass"":1,""eo/ir"":1}}"
7,06:00:07,1201,0,100,169.76,35.07065,129.09785,10,knots,"{""consumable"":{""sonobuoy"":3,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
7,06:00:07,1101,0,100,169.91,35.070821,129.098193,10,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
7,06:00:07,2102,0,100,0,35.071192,129.099061,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":1,""drone"":0},""persistent"":{""tass"":1,""eo/ir"":1}}"
7,06:00:07,1301,0,100,0,35.071419,129.099099,0,knots,"{""consumable"":{""sonobuoy"":3,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
7,06:00:07,1102,0,100,0,35.071076,129.098801,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
7,06:00:07,2201,0,100,0,35.066049,129.086307,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
7,06:00:07,2202,0,100,0,35.065294,129.086486,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
8,06:00:08,2101,0,100,167.18,35.070587,129.098548,10,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":1,""drone"":1},""persistent"":{""tass"":1,""eo/ir"":1}}"
8,06:00:08,1201,0,100,169.76,35.070605,129.09786,10,knots,"{""consumable"":{""sonobuoy"":3,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
8,06:00:08,1101,0,100,169.91,35.070775,129.098203,10,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
8,06:00:08,2102,0,100,0,35.071192,129.099061,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":1,""drone"":0},""persistent"":{""tass"":1,""eo/ir"":1}}"
8,06:00:08,1301,0,100,0,35.071419,129.099099,0,knots,"{""consumable"":{""sonobuoy"":3,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
8,06:00:08,1102,0,100,0,35.071076,129.098801,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
8,06:00:08,2201,0,100,0,35.066049,129.086307,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
8,06:00:08,2202,0,100,0,35.065294,129.086486,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
9,06:00:09,2101,0,100,167.18,35.070542,129.09856,10,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":1,""drone"":1},""persistent"":{""tass"":1,""eo/ir"":1}}"
9,06:00:09,1201,0,100,169.76,35.070559,129.09787,10,knots,"{""consumable"":{""sonobuoy"":3,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
9,06:00:09,1101,0,100,169.91,35.07073,129.098213,10,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
9,06:00:09,2102,0,100,0,35.071192,129.099061,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":1,""drone"":0},""persistent"":{""tass"":1,""eo/ir"":1}}"
9,06:00:09,1301,0,100,0,35.071419,129.099099,0,knots,"{""consumable"":{""sonobuoy"":3,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
9,06:00:09,1102,0,100,0,35.071076,129.098801,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
9,06:00:09,2201,0,100,0,35.066049,129.086307,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
9,06:00:09,2202,0,100,0,35.065294,129.086486,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
10,06:00:10,2101,0,100,167.18,35.070497,129.098573,10,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":1,""drone"":1},""persistent"":{""tass"":1,""eo/ir"":1}}"
10,06:00:10,1201,0,100,169.76,35.070514,129.09788,10,knots,"{""consumable"":{""sonobuoy"":3,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
10,06:00:10,1101,0,100,169.91,35.070684,129.098223,10,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
10,06:00:10,2102,0,100,0,35.071192,129.099061,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":1,""drone"":0},""persistent"":{""tass"":1,""eo/ir"":1}}"
10,06:00:10,1301,0,100,0,35.071419,129.099099,0,knots,"{""consumable"":{""sonobuoy"":3,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
10,06:00:10,1102,0,100,0,35.071076,129.098801,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
10,06:00:10,2201,0,100,0,35.066049,129.086307,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
10,06:00:10,2202,0,100,0,35.065294,129.086486,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
11,06:00:11,2101,0,100,167.18,35.070452,129.098586,10,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":1,""drone"":1},""persistent"":{""tass"":1,""eo/ir"":1}}"
11,06:00:11,1201,0,100,169.76,35.070468,129.097891,10,knots,"{""consumable"":{""sonobuoy"":3,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
11,06:00:11,1101,0,100,169.91,35.070639,129.098233,10,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
11,06:00:11,2102,0,100,0,35.071192,129.099061,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":1,""drone"":0},""persistent"":{""tass"":1,""eo/ir"":1}}"
11,06:00:11,1301,0,100,0,35.071419,129.099099,0,knots,"{""consumable"":{""sonobuoy"":3,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
11,06:00:11,1102,0,100,0,35.071076,129.098801,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
11,06:00:11,2201,0,100,0,35.066049,129.086307,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
11,06:00:11,2202,0,100,0,35.065294,129.086486,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
12,06:00:12,2101,0,100,167.18,35.070407,129.098598,10,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":1,""drone"":1},""persistent"":{""tass"":1,""eo/ir"":1}}"
12,06:00:12,1201,0,100,169.76,35.070423,129.097901,10,knots,"{""consumable"":{""sonobuoy"":3,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
12,06:00:12,1101,0,100,169.91,35.070593,129.098243,10,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
12,06:00:12,2102,0,100,0,35.071192,129.099061,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":1,""drone"":0},""persistent"":{""tass"":1,""eo/ir"":1}}"
12,06:00:12,1301,0,100,0,35.071419,129.099099,0,knots,"{""consumable"":{""sonobuoy"":3,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
12,06:00:12,1102,0,100,0,35.071076,129.098801,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
12,06:00:12,2201,0,100,0,35.066049,129.086307,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
12,06:00:12,2202,0,100,0,35.065294,129.086486,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
13,06:00:13,2101,0,100,167.18,35.070362,129.098611,10,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":1,""drone"":1},""persistent"":{""tass"":1,""eo/ir"":1}}"
13,06:00:13,1201,0,100,169.76,35.070377,129.097911,10,knots,"{""consumable"":{""sonobuoy"":3,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
13,06:00:13,1101,0,100,169.91,35.070547,129.098253,10,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
13,06:00:13,2102,0,100,0,35.071192,129.099061,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":1,""drone"":0},""persistent"":{""tass"":1,""eo/ir"":1}}"
13,06:00:13,1301,0,100,0,35.071419,129.099099,0,knots,"{""consumable"":{""sonobuoy"":3,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
13,06:00:13,1102,0,100,0,35.071076,129.098801,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
13,06:00:13,2201,0,100,0,35.066049,129.086307,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
13,06:00:13,2202,0,100,0,35.065294,129.086486,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
14,06:00:14,2101,0,100,167.18,35.070316,129.098623,10,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":1,""drone"":1},""persistent"":{""tass"":1,""eo/ir"":1}}"
14,06:00:14,1201,0,100,169.76,35.070332,129.097921,10,knots,"{""consumable"":{""sonobuoy"":3,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
14,06:00:14,1101,0,100,169.91,35.070502,129.098263,10,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
14,06:00:14,2102,0,100,0,35.071192,129.099061,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":1,""drone"":0},""persistent"":{""tass"":1,""eo/ir"":1}}"
14,06:00:14,1301,0,100,0,35.071419,129.099099,0,knots,"{""consumable"":{""sonobuoy"":3,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
14,06:00:14,1102,0,100,0,35.071076,129.098801,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
14,06:00:14,2201,0,100,0,35.066049,129.086307,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
14,06:00:14,2202,0,100,0,35.065294,129.086486,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
15,06:00:15,2101,0,100,167.18,35.070271,129.098636,10,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":1,""drone"":1},""persistent"":{""tass"":1,""eo/ir"":1}}"
15,06:00:15,1201,0,100,169.76,35.070286,129.097931,10,knots,"{""consumable"":{""sonobuoy"":3,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
15,06:00:15,1101,0,100,169.91,35.070456,129.098273,10,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
15,06:00:15,2102,0,100,0,35.071192,129.099061,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":1,""drone"":0},""persistent"":{""tass"":1,""eo/ir"":1}}"
15,06:00:15,1301,0,100,0,35.071419,129.099099,0,knots,"{""consumable"":{""sonobuoy"":3,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
15,06:00:15,1102,0,100,0,35.071076,129.098801,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
15,06:00:15,2201,0,100,0,35.066049,129.086307,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
15,06:00:15,2202,0,100,0,35.065294,129.086486,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
16,06:00:16,2101,0,100,167.18,35.070226,129.098648,10,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":1,""drone"":1},""persistent"":{""tass"":1,""eo/ir"":1}}"
16,06:00:16,1201,0,100,169.76,35.070241,129.097941,10,knots,"{""consumable"":{""sonobuoy"":3,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
16,06:00:16,1101,0,100,169.91,35.070411,129.098283,10,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
16,06:00:16,2102,0,100,0,35.071192,129.099061,0,knots,"{""consumable"":{""sonobuoy"":0,""blueshark"":0,""rcws"":1,""drone"":0},""persistent"":{""tass"":1,""eo/ir"":1}}"
16,06:00:16,1301,0,100,0,35.071419,129.099099,0,knots,"{""consumable"":{""sonobuoy"":3,""blueshark"":0,""rcws"":0,""drone"":0},""persistent"":{""tass"":0,""eo/ir"":1}}"
