sim_time_sec,abs_time,id,platform_id,bearing,latitude,longitude,tracks
2,06:00:02,12101,2101,167.18,35.070858,129.098473,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
2,06:00:02,11201,1201,169.76,35.070878,129.0978,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
2,06:00:02,11101,1101,197.33,35.071049,129.098154,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
2,06:00:02,12102,2102,0,35.071192,129.099061,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
2,06:00:02,11301,1301,0,35.071419,129.099099,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
2,06:00:02,11102,1102,0,35.071076,129.098801,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
2,06:00:02,12201,2201,0,35.066049,129.086307,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
2,06:00:02,12202,2202,0,35.065294,129.086486,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
3,06:00:03,12101,2101,167.18,35.070813,129.098485,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
3,06:00:03,11201,1201,169.76,35.070833,129.09781,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
3,06:00:03,11101,1101,169.91,35.071003,129.098154,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
3,06:00:03,12102,2102,0,35.071192,129.099061,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
3,06:00:03,11301,1301,0,35.071419,129.099099,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
3,06:00:03,11102,1102,0,35.071076,129.098801,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
3,06:00:03,12201,2201,0,35.066049,129.086307,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
3,06:00:03,12202,2202,0,35.065294,129.086486,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
4,06:00:04,12101,2101,167.18,35.070768,129.098498,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
4,06:00:04,11201,1201,169.76,35.070787,129.09782,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
4,06:00:04,11101,1101,169.91,35.070957,129.098164,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
4,06:00:04,12102,2102,0,35.071192,129.099061,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
4,06:00:04,11301,1301,0,35.071419,129.099099,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
4,06:00:04,11102,1102,0,35.071076,129.098801,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
4,06:00:04,12201,2201,0,35.066049,129.086307,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
4,06:00:04,12202,2202,0,35.065294,129.086486,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
5,06:00:05,12101,2101,167.18,35.070722,129.09851,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
5,06:00:05,11201,1201,169.76,35.070741,129.09783,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
5,06:00:05,11101,1101,169.91,35.070912,129.098174,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
5,06:00:05,12102,2102,0,35.071192,129.099061,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
5,06:00:05,11301,1301,0,35.071419,129.099099,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
5,06:00:05,11102,1102,0,35.071076,129.098801,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
5,06:00:05,12201,2201,0,35.066049,129.086307,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
5,06:00:05,12202,2202,0,35.065294,129.086486,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
6,06:00:06,12101,2101,167.18,35.070677,129.098523,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
6,06:00:06,11201,1201,169.76,35.070696,129.09784,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
6,06:00:06,11101,1101,169.91,35.070866,129.098184,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
6,06:00:06,12102,2102,0,35.071192,129.099061,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
6,06:00:06,11301,1301,0,35.071419,129.099099,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
6,06:00:06,11102,1102,0,35.071076,129.098801,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
6,06:00:06,12201,2201,0,35.066049,129.086307,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
6,06:00:06,12202,2202,0,35.065294,129.086486,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
7,06:00:07,12101,2101,167.18,35.070632,129.098535,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
7,06:00:07,11201,1201,169.76,35.07065,129.09785,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
7,06:00:07,11101,1101,169.91,35.070821,129.098193,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
7,06:00:07,12102,2102,0,35.071192,129.099061,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
7,06:00:07,11301,1301,0,35.071419,129.099099,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
7,06:00:07,11102,1102,0,35.071076,129.098801,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
7,06:00:07,12201,2201,0,35.066049,129.086307,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
7,06:00:07,12202,2202,0,35.065294,129.086486,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
8,06:00:08,12101,2101,167.18,35.070587,129.098548,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
8,06:00:08,11201,1201,169.76,35.070605,129.09786,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
8,06:00:08,11101,1101,169.91,35.070775,129.098203,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
8,06:00:08,12102,2102,0,35.071192,129.099061,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
8,06:00:08,11301,1301,0,35.071419,129.099099,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
8,06:00:08,11102,1102,0,35.071076,129.098801,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
8,06:00:08,12201,2201,0,35.066049,129.086307,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
8,06:00:08,12202,2202,0,35.065294,129.086486,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
9,06:00:09,12101,2101,167.18,35.070542,129.09856,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
9,06:00:09,11201,1201,169.76,35.070559,129.09787,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
9,06:00:09,11101,1101,169.91,35.07073,129.098213,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
9,06:00:09,12102,2102,0,35.071192,129.099061,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
9,06:00:09,11301,1301,0,35.071419,129.099099,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
9,06:00:09,11102,1102,0,35.071076,129.098801,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
9,06:00:09,12201,2201,0,35.066049,129.086307,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
9,06:00:09,12202,2202,0,35.065294,129.086486,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
10,06:00:10,12101,2101,167.18,35.070497,129.098573,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
10,06:00:10,11201,1201,169.76,35.070514,129.09788,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
10,06:00:10,11101,1101,169.91,35.070684,129.098223,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
10,06:00:10,12102,2102,0,35.071192,129.099061,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
10,06:00:10,11301,1301,0,35.071419,129.099099,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
10,06:00:10,11102,1102,0,35.071076,129.098801,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
10,06:00:10,12201,2201,0,35.066049,129.086307,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
10,06:00:10,12202,2202,0,35.065294,129.086486,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
11,06:00:11,12101,2101,167.18,35.070452,129.098586,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
11,06:00:11,11201,1201,169.76,35.070468,129.097891,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
11,06:00:11,11101,1101,169.91,35.070639,129.098233,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
11,06:00:11,12102,2102,0,35.071192,129.099061,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
11,06:00:11,11301,1301,0,35.071419,129.099099,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
11,06:00:11,11102,1102,0,35.071076,129.098801,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
11,06:00:11,12201,2201,0,35.066049,129.086307,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
11,06:00:11,12202,2202,0,35.065294,129.086486,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
12,06:00:12,12101,2101,167.18,35.070407,129.098598,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
12,06:00:12,11201,1201,169.76,35.070423,129.097901,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
12,06:00:12,11101,1101,169.91,35.070593,129.098243,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
12,06:00:12,12102,2102,0,35.071192,129.099061,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
12,06:00:12,11301,1301,0,35.071419,129.099099,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
12,06:00:12,11102,1102,0,35.071076,129.098801,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
12,06:00:12,12201,2201,0,35.066049,129.086307,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
12,06:00:12,12202,2202,0,35.065294,129.086486,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
13,06:00:13,12101,2101,167.18,35.070362,129.098611,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
13,06:00:13,11201,1201,169.76,35.070377,129.097911,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
13,06:00:13,11101,1101,169.91,35.070547,129.098253,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
13,06:00:13,12102,2102,0,35.071192,129.099061,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
13,06:00:13,11301,1301,0,35.071419,129.099099,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
13,06:00:13,11102,1102,0,35.071076,129.098801,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
13,06:00:13,12201,2201,0,35.066049,129.086307,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
13,06:00:13,12202,2202,0,35.065294,129.086486,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
14,06:00:14,12101,2101,167.18,35.070316,129.098623,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
14,06:00:14,11201,1201,169.76,35.070332,129.097921,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
14,06:00:14,11101,1101,169.91,35.070502,129.098263,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
14,06:00:14,12102,2102,0,35.071192,129.099061,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
14,06:00:14,11301,1301,0,35.071419,129.099099,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
14,06:00:14,11102,1102,0,35.071076,129.098801,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
14,06:00:14,12201,2201,0,35.066049,129.086307,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
14,06:00:14,12202,2202,0,35.065294,129.086486,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
15,06:00:15,12101,2101,167.18,35.070271,129.098636,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
15,06:00:15,11201,1201,169.76,35.070286,129.097931,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
15,06:00:15,11101,1101,169.91,35.070456,129.098273,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
15,06:00:15,12102,2102,0,35.071192,129.099061,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
15,06:00:15,11301,1301,0,35.071419,129.099099,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
15,06:00:15,11102,1102,0,35.071076,129.098801,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
15,06:00:15,12201,2201,0,35.066049,129.086307,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
15,06:00:15,12202,2202,0,35.065294,129.086486,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
16,06:00:16,12101,2101,167.18,35.070226,129.098648,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
16,06:00:16,11201,1201,169.76,35.070241,129.097941,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
16,06:00:16,11101,1101,169.91,35.070411,129.098283,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
16,06:00:16,12102,2102,0,35.071192,129.099061,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
16,06:00:16,11301,1301,0,35.071419,129.099099,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
16,06:00:16,11102,1102,0,35.071076,129.098801,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
16,06:00:16,12201,2201,0,35.066049,129.086307,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
16,06:00:16,12202,2202,0,35.065294,129.086486,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
17,06:00:17,12101,2101,167.18,35.070181,129.098661,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
17,06:00:17,11201,1201,169.76,35.070195,129.097951,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
17,06:00:17,11101,1101,169.91,35.070365,129.098292,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
17,06:00:17,12102,2102,0,35.071192,129.099061,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
17,06:00:17,11301,1301,0,35.071419,129.099099,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
17,06:00:17,11102,1102,0,35.071076,129.098801,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
17,06:00:17,12201,2201,0,35.066049,129.086307,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
17,06:00:17,12202,2202,0,35.065294,129.086486,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
18,06:00:18,12101,2101,167.18,35.070136,129.098673,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
18,06:00:18,11201,1201,169.76,35.07015,129.097961,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
18,06:00:18,11101,1101,169.91,35.07032,129.098302,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
18,06:00:18,12102,2102,0,35.071192,129.099061,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
18,06:00:18,11301,1301,0,35.071419,129.099099,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
18,06:00:18,11102,1102,0,35.071076,129.098801,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
18,06:00:18,12201,2201,0,35.066049,129.086307,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
18,06:00:18,12202,2202,0,35.065294,129.086486,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
19,06:00:19,12101,2101,167.18,35.070091,129.098686,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
19,06:00:19,11201,1201,169.76,35.070104,129.097971,"{""track_001"":{""latitude"":35.045927,""longitude"":129.126671},""track_002"":{""latitude"":35.066189,""longitude"":129.138792}}"
